id,timestamp,symbol,price,volume,volatility,rsi,macd,bollinger_position,market_cap,pe_ratio,volume_profile,price_momentum,liquidity_ratio,order_book_imbalance,cross_correlation,sector_beta,vwap_deviation,time_of_day_factor,is_anomaly,anomaly_type,anomaly_reason_1,anomaly_reason_2,anomaly_reason_3
trade_000278,2025-06-02 00:23:01,GOOGL,271.85,18623,0.3043,48.92,0.3099,0.5228,260462811827,35.57,1.1071,0.0118,0.7863,0.0416,0.6934,1.0453,-0.0005,0.9967,0,,,,
trade_000279,2025-06-12 04:20:13,MSFT,127.02,4853,0.1466,56.89,-0.9678,0.5243,187759735060,18.73,0.8535,-0.0004,0.6395,0.0349,0.6915,1.1994,-0.0168,0.9514,0,,,,
trade_000280,2025-06-10 13:00:50,JNJ,220.25,4416,0.3778,68.54,-1.6996,0.2025,940555339499,12.03,0.9278,-0.0412,0.9517,-0.0389,0.693,0.9363,-0.0119,0.8653,0,,,,
trade_000281,2025-06-01 18:12:57,NVDA,318.06,47511,0.2843,59.24,1.5306,0.2218,193745707319,17.7,0.9624,0.0076,0.8357,-0.0434,0.4718,1.2272,0.016,1.0118,0,,,,
trade_000282,2025-06-19 05:06:47,AAPL,202.65,24147,0.2134,38.69,1.9577,0.449,343484760546,24.72,0.999,0.0392,0.716,0.0149,0.4293,1.2517,0.0081,0.8417,0,,,,
trade_000283,2025-06-01 02:00:47,NVDA,228.06,29922,0.9202140753333061,44.23,-1.3382,0.05,457791460655,30.08,1.1486,0.17901130993779146,0.844,-0.0428,0.6403,0.9286,-0.0177,0.8271,1,extreme_volatility,Extreme volatility: 92.0%,Price outside normal Bollinger Bands,Extreme momentum: 17.9%
trade_000284,2025-05-31 19:31:10,AMZN,175.94,7157,0.3329,46.88,0.0441,0.3838,41427170159,12.9,0.8569,0.0224,0.54,0.0033,0.3499,1.2177,-0.0061,1.0852,0,,,,
trade_000285,2025-05-30 23:04:58,PG,113.59,32833,0.149,38.63,1.0847,0.6318,694582936976,16.32,1.1337,0.0174,0.6047,0.0876,0.4675,1.3025,-0.0174,1.0695,0,,,,
trade_000286,2025-06-21 13:44:37,BAC,275.27,13783,0.3775,44.73,1.926,0.7655,609600274781,22.08,0.9861,0.0214,0.7807,-0.0342,0.6154,0.9281,0.0058,0.7352,0,,,,
trade_000287,2025-06-02 21:38:27,NFLX,428.54,42586,0.1726,36.0,-0.2581,0.5367,131913202616,30.59,0.9225,0.0465,0.9473,0.0725,0.5102,0.9719,0.0182,0.9287,0,,,,
trade_000288,2025-06-21 00:25:56,XOM,102.83,1017,0.3021,45.66,0.5055,0.5775,31186734219,10.46,0.8228,-0.0,0.8585,-0.0067,0.5089,0.9311,0.0009,0.8009,0,,,,
trade_000289,2025-05-25 06:31:59,META,93.61,33927,0.2323,43.46,-0.8872,0.4511,907266810651,35.77,0.9092,0.0147,0.572,-0.0276,0.3764,0.8973,-0.0026,1.0523,0,,,,
trade_000290,2025-05-27 02:22:41,AAPL,98.53,38924,0.2166,50.07,1.3014,0.6089,510419607059,37.95,0.9251,0.0419,0.9854,0.0295,0.5509,1.3886,0.0043,0.97,0,,,,
trade_000291,2025-06-07 20:26:46,KO,342.81,38565,0.3167,55.14,1.3045,0.7831,281039539255,10.04,1.1212,0.0343,0.7655,0.0592,0.5586,0.9154,0.0085,1.1351,0,,,,
trade_000292,2025-05-25 03:36:15,META,335.13,39611,0.3286,69.32,-1.4566,0.3477,9283080891,14.91,0.9108,-0.0221,0.8827,0.04,0.3283,1.0749,0.0142,0.793,0,,,,
trade_000293,2025-06-19 15:18:23,PFE,324.08,46298,0.386,54.41,0.2713,0.3315,464955958817,20.39,1.0661,-0.0291,0.6591,-0.0493,0.5618,0.8833,0.0042,1.0685,0,,,,
trade_000294,2025-06-10 05:41:24,JNJ,58.83,39415,0.1359,36.02,-0.3852,0.6556,51336881138,14.91,1.0665,-0.0428,0.8336,-0.0983,0.5038,0.9414,0.0165,0.8322,0,,,,
trade_000295,2025-06-08 03:41:54,NVDA,345.65,11680,0.3681,35.4,1.3977,0.5365,580549691543,37.57,1.1862,-0.0402,0.7597,-0.0292,0.6322,1.2575,0.0023,0.9955,0,,,,
trade_000296,2025-05-26 04:25:23,JPM,156.62,17972,0.3194,41.88,-1.2714,0.4079,782899075875,23.41,0.8788,0.0425,0.7271,-0.0404,0.4929,0.8874,0.003,0.9723,0,,,,
trade_000297,2025-06-19 00:30:57,BAC,201.57,23449,0.1001,44.63,1.3096,0.2892,894788827088,37.92,0.938,0.0472,0.6792,-0.0099,0.6788,1.0629,-0.0047,1.2157,0,,,,
trade_000298,2025-06-12 07:24:09,PFE,159.91,3552,0.3478,54.54,-1.6973,0.3922,621844164596,15.03,1.1724,0.0111,0.06109235494812788,0.6929432605439394,0.3653,1.2342,0.011359841700019066,1.1124,1,liquidity_crisis,Liquidity crisis: ratio 0.061,Order book imbalance: 69.3%,"Low volume: 3,552 shares"
trade_000299,2025-06-13 23:37:40,TSLA,102.56,39449,0.1317,39.38,-0.2839,0.4178,531425231420,15.18,1.1664,-0.0208,0.9625,-0.0831,0.4776,1.172,0.0169,1.25,0,,,,
trade_000300,2025-06-05 22:17:20,NFLX,539.8,152231,0.5598,39.56,-0.0313,0.3003,504350341766,33.99,0.868,-0.0436,0.7799,0.0837,0.5145,1.1456,-0.0,1.2673,1,price_spike,Extreme price spike: 107.9% increase,"Volume surge accompanying price movement: 152,231 shares",Volatility spike detected
trade_000301,2025-05-24 03:30:07,MSFT,48.81,21077,0.3735,52.04,0.1897,0.5127,123884389293,35.65,1.0205,0.0347,0.5119,0.0356,0.6349,1.2841,-0.0005,0.7578,0,,,,
trade_000302,2025-06-13 09:00:47,AMZN,236.88,17680,0.104,59.18,-0.8055,0.6938,562574689119,25.95,1.117,0.0462,0.5587,0.0182,0.5193,0.9317,0.0145,1.1295,0,,,,
trade_000303,2025-05-26 00:13:31,JPM,202.74,14451,0.1403,67.35,-0.8808,0.4837,740980369591,16.57,1.0718,0.0008,0.7395,0.0965,0.481,1.2433,-0.0075,0.8775,0,,,,
trade_000304,2025-06-13 15:44:59,KO,208.97,27873,0.1371,55.17,0.8313,0.6333,15430443298,16.48,0.9673,0.0147,0.7275,-0.0953,0.449,0.8702,-0.0192,1.1846,0,,,,
trade_000305,2025-06-09 16:39:32,PFE,392.66,7223,0.2268,47.52,0.1831,0.579,37209629959,39.13,0.9209,-0.0099,0.5204,-0.085,0.4631,1.156,0.0137,0.8577,0,,,,
trade_000306,2025-05-31 18:27:02,BAC,250.86,48860,0.3126,45.01,-0.5539,0.6819,830944966182,33.79,0.8811,-0.0202,0.8239,-0.0748,0.6937,1.1999,-0.006,0.9837,0,,,,
trade_000307,2025-06-11 05:22:53,JNJ,59.72,35693,0.1944,32.13,-0.1614,0.7767,803240788192,14.71,0.9489,-0.0435,0.8493,-0.0025,0.588,1.0802,0.0128,1.0986,0,,,,
trade_000308,2025-06-05 12:37:26,NVDA,70.13,42678,0.3732,60.2,0.269,0.7792,426397123175,12.57,1.1036,-0.0126,0.9414,-0.0501,0.6631,1.237,-0.0152,1.2974,0,,,,
trade_000309,2025-06-12 17:07:08,BAC,193.77,49939,0.2799,32.3,0.6927,0.682,403599272901,17.58,0.9034,0.0217,0.5285,-0.0741,0.6691,1.0615,0.0103,1.2342,0,,,,
trade_000310,2025-05-26 14:31:44,BAC,338.44,44869,0.1999,59.62,0.5915,0.2144,694507286294,39.52,1.0161,0.0404,0.5826,0.0408,0.4631,1.1948,-0.0008,1.0427,0,,,,
trade_000311,2025-06-16 04:21:57,AAPL,366.67,2795,0.2267,67.17,1.2055,0.6424,117815647309,30.83,1.1102,0.0078,0.13537259948731867,0.633705956619874,0.4528,1.242,-0.07877981036275113,1.2352,1,liquidity_crisis,Liquidity crisis: ratio 0.135,Order book imbalance: 63.4%,"Low volume: 2,795 shares"
trade_000312,2025-05-25 03:55:33,MSFT,309.45,3518,0.3665,35.09,-1.3537,0.3731,172337793141,14.79,1.0966,-0.0369,0.7385,0.043,0.485,0.8802,0.0186,0.9642,0,,,,
trade_000313,2025-05-27 11:44:14,JPM,159.55,34368,0.1992,53.23,-0.9413,0.7235,653224870218,10.11,1.0805,0.0427,0.8222,0.0087,0.33,0.8076,-0.0173,1.0441,0,,,,
trade_000314,2025-06-15 18:13:57,NFLX,136.77,236,0.2383,48.91,0.4025,0.5264,377684508659,27.5,1.1925,0.0236,0.15081332990561658,0.6229061678245251,0.4005,1.0314,-0.013708145661332535,0.9433,1,liquidity_crisis,Liquidity crisis: ratio 0.151,Order book imbalance: 62.3%,Low volume: 236 shares
trade_000315,2025-06-21 02:25:48,NVDA,366.79,28321,0.1009,58.02,-1.4346,0.4677,30955881924,18.24,0.9869,-0.0211,0.8221,0.0229,0.4772,1.3337,-0.015,1.1598,0,,,,
trade_000316,2025-06-05 10:21:14,JNJ,272.32,4866,0.1016,59.42,0.2547,0.2042,871782635195,18.0,0.9958,0.0283,0.7556,-0.0409,0.3092,0.9531,-0.0106,1.0099,0,,,,
trade_000317,2025-06-22 15:40:31,KO,156.36,32134,0.1894,67.35,1.9122,0.5655,435911440265,36.25,0.946,0.0109,0.5757,0.0016,0.546,1.1893,-0.009,1.1059,0,,,,
trade_000318,2025-05-26 22:23:35,GOOGL,225.94,17536,0.387,59.83,-0.3621,0.7936,322985646890,27.69,1.1044,0.0361,0.8739,-0.0743,0.4551,1.0984,-0.0063,1.2236,0,,,,
trade_000319,2025-06-21 10:39:56,AAPL,348.15,46969,0.1007,44.18,1.8606,0.7426,822618026577,22.34,0.8653,-0.035,0.8054,0.0437,0.4136,1.1546,-0.0045,1.1429,0,,,,
trade_000320,2025-06-09 01:31:10,AMZN,244.12,2336,0.3415,42.72,-0.7123,0.2603,881910084181,10.9,0.9379,0.0012,0.9308,-0.0871,0.6589,1.2756,-0.0177,1.202,0,,,,
trade_000321,2025-05-31 03:31:55,KO,333.34,44712,0.3048,65.66,0.007,0.6048,448658218563,16.72,0.9753,0.0382,0.6999,0.0561,0.3625,0.899,-0.0023,0.9973,0,,,,
trade_000322,2025-06-04 13:59:06,PG,220.54,43051,0.1628,69.83,-0.2707,0.6955,822352817886,19.92,1.1078,0.0489,0.8654,0.072,0.4989,1.0398,-0.0148,1.1911,0,,,,
trade_000323,2025-06-14 12:10:42,MSFT,169.87,22076,0.1693,32.89,0.0665,0.3907,419384310867,34.56,0.8899,0.0129,0.6669,0.0656,0.6116,1.0289,-0.0073,1.1844,0,,,,
trade_000324,2025-06-06 10:37:37,NVDA,312.66,20390,0.2142,49.76,-0.2306,0.6438,285584285974,30.92,0.9546,-0.0144,0.5643,-0.016,0.3401,1.3567,-0.0069,0.8987,0,,,,
trade_000325,2025-06-13 06:42:21,TSLA,69.18,34627,0.2602,35.12,0.4242,0.5937,777683373418,21.43,1.0423,0.0045,0.7593,-0.0965,0.5086,1.2611,0.0143,0.7395,0,,,,
trade_000326,2025-06-18 14:38:49,JPM,167.04,12011,0.1844,57.4,-0.5037,0.7395,971592480384,36.25,0.9889,-0.0372,0.5284,0.0037,0.5424,0.9326,0.0038,0.8674,0,,,,
trade_000327,2025-06-22 06:53:30,AAPL,355.3,47064,0.1232,33.79,0.4789,0.5058,558115300125,15.54,1.1085,0.0451,0.9656,-0.0808,0.4899,1.1921,-0.0025,1.02,0,,,,
trade_000328,2025-06-18 04:44:19,META,262.3,43366,0.2714,66.85,-1.8068,0.4544,848348926961,21.5,1.0281,-0.0445,0.989,0.0494,0.451,1.1428,-0.0001,0.894,0,,,,
trade_000329,2025-06-08 23:58:52,XOM,138.55,2104,0.2856,59.03,-1.309,0.409,941302474298,39.68,0.9761,-0.0001,0.8354,0.0022,0.67,1.3774,-0.0132,1.0464,0,,,,
trade_000330,2025-06-17 16:59:18,JPM,170.47,30862,0.1506,30.94,1.037,0.2318,841483324352,39.4,0.8825,-0.0442,0.8527,-0.0363,0.5868,1.2265,0.0072,1.0335,0,,,,
trade_000331,2025-06-19 03:43:04,PFE,142.09,24949,0.2879,51.66,-1.7778,0.617,571240116327,23.56,1.0542,-0.0285,0.9129,0.065,0.4444,1.071,0.0092,0.9306,0,,,,
trade_000332,2025-06-09 16:49:02,PG,156.39,14934,0.164,59.9,1.883,0.2127,84880095888,24.64,0.986,0.0403,0.664,0.0159,0.4255,0.839,0.0131,1.1914,0,,,,
trade_000333,2025-06-21 15:33:15,GOOGL,196.4,50528,0.2315,59.85,-1.5905,0.3002,357024781711,14.78,1.1273,-0.0134,0.9429,-0.0074,0.5212,0.8908,0.0121,0.9039,0,,,,
trade_000334,2025-06-17 08:28:26,AAPL,415.22,7985,0.3148,58.64,-0.0102,0.4255,616337177402,15.91,0.8247,0.0339,0.8086,-0.0399,0.3287,0.9785,0.0127,0.9902,0,,,,
trade_000335,2025-06-09 22:34:21,AAPL,181.19,24948,0.12,55.74,1.0875,0.2844,383000652362,30.48,0.9317,0.0241,0.7786,-0.0234,0.3595,0.8832,-0.0172,0.9302,0,,,,
trade_000336,2025-05-29 01:33:56,WMT,433.24,18799,0.2756,42.9,-0.4801,0.3665,121377161101,28.69,1.1517,0.0267,0.5237,-0.0292,0.6908,1.0205,-0.0191,0.9667,0,,,,
trade_000337,2025-06-12 00:03:29,KO,189.45,23139,0.2137,61.4,0.776,0.2694,459405098685,18.71,1.1676,0.0365,0.509,-0.0428,0.6254,1.0756,-0.0021,0.7889,0,,,,
trade_000338,2025-06-20 10:14:03,AAPL,81.89,41971,0.2339,45.6,1.7777,0.5433,994569863191,19.17,0.987,0.0482,0.5531,-0.0967,0.4692,0.9886,0.0019,1.2348,0,,,,
trade_000339,2025-06-16 18:47:49,MSFT,307.59,9965,0.2787,44.83,-0.3507,0.2318,485876163501,17.63,1.1495,0.0342,0.8814,-0.0153,0.5674,1.2415,-0.0141,0.7507,0,,,,
trade_000340,2025-06-04 20:13:18,NFLX,206.88,33580,0.2927,50.1,1.3988,0.2928,934607820493,32.97,0.8187,0.045,0.6301,-0.0172,0.6172,0.8627,0.0199,1.0714,0,,,,
trade_000341,2025-06-14 06:28:05,MSFT,373.51,34288,0.291,33.7,-1.8518,0.2109,887917909493,15.66,0.8766,-0.0041,0.6448,-0.046,0.6205,1.2399,-0.0155,0.8131,0,,,,
trade_000342,2025-06-01 15:57:21,NFLX,275.3,46797,0.3394,48.54,1.1534,0.7672,618764437510,22.57,1.1991,-0.0468,0.5279,-0.0645,0.3307,1.3013,-0.0136,0.8418,0,,,,
trade_000343,2025-06-03 15:19:06,NVDA,438.72,14320,0.2265,65.56,-1.8482,0.5756,533458806069,25.85,0.9961,-0.0042,0.9192,0.0473,0.6069,0.9975,-0.0122,1.2073,0,,,,
trade_000344,2025-06-16 20:27:07,AAPL,368.27,14812,0.2415,36.61,-0.5056,0.4317,843048007016,20.6,0.991,0.0188,0.598,0.0935,0.5359,1.1819,-0.0077,1.1245,0,,,,
trade_000345,2025-06-20 10:12:08,MSFT,253.94,10534,0.2616,68.37,-0.6046,0.7588,495205964304,10.71,0.8682,0.0234,0.7195,-0.023,0.4377,0.8262,0.0182,0.7133,0,,,,
trade_000346,2025-06-02 10:17:31,META,455.04,36195,0.2024,46.72,-0.4011,0.7385,567270580221,10.23,1.1735,-0.0114,0.5675,0.0805,0.4954,1.2415,-0.0174,1.2252,0,,,,
trade_000347,2025-05-30 09:35:08,PG,63.78,3334,0.134,43.63,-1.8389,0.2284,13846955745,17.92,1.0244,0.0327,0.6558,0.0778,0.5947,0.9218,-0.0055,1.085,0,,,,
trade_000348,2025-05-31 09:56:47,NVDA,94.57,2334,0.2233,63.37,1.1777,0.7985,78091588772,12.27,0.9623,-0.02,0.9949,0.0261,0.6789,0.9647,0.0119,0.9064,0,,,,
trade_000349,2025-05-29 00:20:44,XOM,158.75,13520,0.3288,66.24,0.9347,0.6765,831501248148,23.19,0.8081,0.0106,0.6968,0.0586,0.6031,1.329,0.0094,0.8916,0,,,,
trade_000350,2025-06-08 07:13:16,NVDA,384.4,14114,0.1831,67.87,0.1846,0.5343,314122500222,28.48,1.1089,0.0015,0.6407,0.097,0.6104,1.199,0.0074,0.7718,0,,,,
trade_000351,2025-06-11 08:39:10,GOOGL,124.2,29728,0.211,48.95,-0.98,0.28,565614733473,22.77,1.1696,-0.0167,0.9352,-0.0913,0.4129,1.0631,-0.017,1.0405,0,,,,
trade_000352,2025-05-30 07:59:37,BAC,73.96,32584,0.2047,34.2,-1.982,0.5417,978337921773,17.03,0.8667,0.0326,0.8592,-0.0373,0.5148,1.3466,0.0157,1.0269,0,,,,
trade_000353,2025-05-31 14:52:15,BAC,414.27,39922,0.351,51.0,-0.1518,0.5679,548225395654,22.93,1.1069,0.0292,0.6561,0.0998,0.4391,0.9662,-0.0067,0.7838,0,,,,
trade_000354,2025-06-01 06:37:30,AAPL,178.32,33061,0.3698,39.94,-1.6885,0.3432,258879324735,22.24,1.0859,-0.0433,0.6211,-0.0077,0.3056,1.0708,-0.0133,0.8205,0,,,,
trade_000355,2025-06-08 23:49:58,NVDA,450.62,42661,0.3999,43.1,-1.9025,0.2196,802257420015,34.88,1.0165,-0.0398,0.6731,-0.041,0.6367,1.209,0.0029,1.0599,0,,,,
trade_000356,2025-06-18 11:01:55,TSLA,209.14,4214,0.37,57.14,-0.9092,0.4361,992567462130,31.02,0.8796,0.0263,0.07557034825018201,0.4564047788789134,0.6705,1.1758,0.08408108043180404,1.1467,1,liquidity_crisis,Liquidity crisis: ratio 0.076,Order book imbalance: 45.6%,"Low volume: 4,214 shares"
trade_000357,2025-05-27 22:17:26,XOM,188.36,43635,0.2166,39.83,1.0002,0.613,857237572716,38.07,1.1679,-0.0265,0.7133,-0.0763,0.652,1.0186,0.0177,0.9773,0,,,,
trade_000358,2025-06-10 14:36:18,AAPL,199.0,6218,0.2758,40.72,0.1419,0.5379,5097423443,19.41,0.8422,-0.0182,0.6722,0.024,0.3797,1.0448,0.0072,0.8233,0,,,,
trade_000359,2025-06-04 15:14:32,GOOGL,323.94,23224,0.1046,58.35,-0.3736,0.6721,764247614626,24.04,1.1659,0.0434,0.6225,-0.0591,0.5292,1.212,0.0145,1.1369,0,,,,
trade_000360,2025-06-06 18:13:32,XOM,125.25,5091,0.3589,69.85,1.6591,0.2175,517004613118,16.82,1.0855,0.0201,0.7381,0.0443,0.6241,0.9375,-0.001,0.9244,0,,,,
trade_000361,2025-06-17 13:36:33,PFE,411.53,15865,0.2769,63.09,0.7214,0.7061,517352361221,13.07,1.197,0.0045,0.5112,0.0592,0.6848,1.3924,-0.0149,0.7197,0,,,,
trade_000362,2025-05-26 17:28:13,BAC,338.22,9301,0.2039,44.57,-0.2653,0.2013,993349909415,12.04,1.1196,0.0052,0.6287,0.0485,0.5661,0.9616,0.0162,1.1417,0,,,,
trade_000363,2025-06-01 02:47:36,NVDA,358.38,46468,0.1092,40.08,1.8986,0.7795,541208396274,21.6,0.8138,0.015,0.7955,-0.0027,0.3695,0.9277,0.0091,0.7868,0,,,,
trade_000364,2025-06-16 02:50:02,KO,272.1,50804,0.3228,53.77,-0.2505,0.2848,398026044792,37.28,0.9115,-0.0485,0.515,0.0813,0.4675,1.0114,-0.0039,0.7715,0,,,,
trade_000365,2025-06-14 11:40:23,KO,64.7,43444,0.3675,31.02,1.1749,0.3416,743494294501,16.24,0.8861,0.0494,0.8424,-0.064,0.3918,1.2111,-0.0153,1.1908,0,,,,
trade_000366,2025-06-05 09:02:52,GOOGL,219.24,37542,0.2496,54.5,-1.9359,0.29,978601438432,30.86,1.1009,0.0252,0.5779,0.0968,0.3178,1.1951,0.0112,0.7032,0,,,,
trade_000367,2025-05-26 18:50:14,WMT,350.93,46225,0.3448,51.93,1.5064,0.6336,480590900986,19.44,1.1141,0.0235,0.8397,0.0784,0.6829,1.2148,-0.0114,0.8944,0,,,,
trade_000368,2025-05-27 04:19:02,GOOGL,132.21,19934,0.1378,50.98,0.5622,0.7556,848108643121,27.04,1.1782,0.025,0.6854,0.025,0.5541,1.2879,0.0153,1.2611,0,,,,
trade_000369,2025-05-27 16:35:36,JNJ,273.05,6094,0.3033,61.14,0.9967,0.4359,669413181598,17.25,1.0829,-0.0376,0.5778,-0.0145,0.3276,0.9374,-0.0008,0.8262,0,,,,
trade_000370,2025-06-04 00:54:13,META,249.6,38529,0.1135,34.75,-1.3513,0.5353,50191590131,24.35,1.024,0.0274,0.7521,-0.0712,0.4614,0.9403,-0.0051,0.9851,0,,,,
trade_000371,2025-05-26 16:38:30,NVDA,275.84,35154,0.263,31.28,-1.6121,0.7535,697187166255,28.91,1.1563,0.0445,0.838,-0.0278,0.4234,0.9191,-0.0069,0.8101,0,,,,
trade_000372,2025-06-07 09:34:40,NFLX,68.59,7057,0.2974,43.09,-0.062,0.6124,698234087615,33.53,1.0599,0.0324,0.5269,0.0381,0.3433,0.8581,0.0011,0.9355,0,,,,
trade_000373,2025-06-14 04:25:09,JNJ,139.81,34636,0.1389,34.09,-0.881,0.6296,557571445181,18.02,0.9135,0.0303,0.6389,0.04,0.6345,1.2835,0.0057,1.2074,0,,,,
trade_000374,2025-05-30 11:13:20,MSFT,378.21,30022,0.2362,38.01,-0.1895,0.2694,66140846408,37.75,1.1449,-0.0165,0.5385,-0.0511,0.3541,0.9683,-0.0024,1.1229,0,,,,
trade_000375,2025-05-24 14:11:59,JPM,166.2,38837,0.119,65.12,-0.8644,0.3211,808207679409,34.11,1.1859,-0.0202,0.8884,0.0433,0.4565,1.0607,-0.0069,1.0497,0,,,,
trade_000376,2025-05-27 21:46:09,PFE,168.15,24078,0.3586,46.17,0.7352,0.5559,67187994900,23.98,0.9934,0.0287,0.541,-0.0073,0.5468,0.82,0.0086,0.8604,0,,,,
trade_000377,2025-06-05 10:08:33,PFE,74.42,49728,0.1293,43.33,1.9979,0.7225,881908180634,30.15,0.8907,0.0323,0.9135,-0.0533,0.6662,1.3884,-0.0041,0.8947,0,,,,
trade_000378,2025-06-12 20:01:10,JNJ,224.19,32542,0.2398,46.03,-1.5834,0.5194,189387097704,32.71,1.0237,0.0315,0.5461,0.0816,0.5072,1.0259,-0.0125,0.728,0,,,,
trade_000379,2025-06-20 11:29:27,GOOGL,62.42,23235,0.1849,60.35,0.2411,0.6873,158875119406,28.19,1.0284,-0.0431,0.5006,0.0697,0.4292,1.245,0.0109,0.7068,0,,,,
trade_000380,2025-06-01 12:31:42,XOM,300.27,40746,0.9824623322789301,47.6,-0.4776,0.95,603402997599,28.43,1.1987,-0.18975528080896298,0.9086,-0.0537,0.5896,1.0788,-0.0113,0.7928,1,extreme_volatility,Extreme volatility: 98.2%,Price outside normal Bollinger Bands,Extreme momentum: -19.0%
trade_000381,2025-05-25 22:59:00,KO,421.95,3129,0.1372,38.45,1.1689,0.2036,126549187112,39.99,0.8381,-0.0033,0.727,0.0316,0.56,0.8597,-0.0003,0.9758,0,,,,
trade_000382,2025-05-26 05:29:16,WMT,146.56,34693,0.1743,35.11,0.7555,0.6745,197524244669,30.04,0.8587,-0.0209,0.6106,0.0934,0.4199,0.9138,-0.0131,0.8664,0,,,,
trade_000383,2025-05-24 05:46:12,PG,327.81,1568,0.386,32.82,-0.611,0.4779,713266951074,39.65,1.0382,0.0248,0.6946,-0.0939,0.6309,1.118,0.0074,0.8968,0,,,,
trade_000384,2025-05-28 15:23:58,META,465.44,40148,0.326,44.87,0.035,0.7603,486939329561,36.23,1.0089,-0.0473,0.9004,0.0079,0.3918,1.0884,0.0005,0.9984,1,price_spike,Extreme price spike: 89.8% increase,"Volume surge accompanying price movement: 40,148 shares",Volatility spike detected
trade_000385,2025-06-15 08:22:47,BAC,126.98,38025,0.2143,31.52,-1.7207,0.2051,64722678889,24.43,0.9921,-0.0159,0.9264,-0.0663,0.3361,1.1795,0.0107,0.9579,0,,,,
trade_000386,2025-06-13 03:58:18,MSFT,293.9,29993,0.3516,31.72,0.9911,0.5305,518958295790,19.58,1.0289,0.0479,0.715,-0.0275,0.5522,1.3415,0.0009,0.8383,0,,,,
trade_000387,2025-06-07 17:02:44,BAC,151.62,45591,0.2149,69.83,-1.0091,0.4694,80830682815,17.67,0.9595,-0.0084,0.5299,-0.0449,0.5286,0.8907,-0.0115,0.804,0,,,,
trade_000388,2025-05-26 18:39:21,AMZN,209.58,49079,0.3583,48.97,-0.3489,0.2433,838382126834,31.87,1.1892,0.0078,0.629,-0.0615,0.3016,1.0065,0.0008,1.2981,0,,,,
trade_000389,2025-06-11 21:05:37,META,172.86,47636,0.2874,65.81,-1.541,0.7631,404473321450,37.99,1.0826,-0.0122,0.6627,-0.076,0.6792,0.8732,0.0121,0.9382,0,,,,
trade_000390,2025-06-03 02:15:00,META,232.2,22060,0.1831,40.03,1.278,0.7633,542871563983,36.19,1.001,-0.0173,0.7604,-0.058,0.3131,1.3585,-0.0075,0.7412,0,,,,
trade_000391,2025-05-29 21:18:26,TSLA,74.9,50814,0.2235,33.1,-1.5499,0.4223,840369385038,34.07,0.8582,-0.0325,0.5299,-0.0758,0.3358,1.0816,-0.0173,0.9415,0,,,,
trade_000392,2025-06-08 19:37:05,KO,114.6,30448,0.187,59.01,1.2322,0.4752,782448036344,15.55,1.054,-0.0289,0.9796,0.0595,0.6872,1.2635,-0.0043,0.8496,0,,,,
trade_000393,2025-06-08 20:58:20,NVDA,271.59,35595,0.3188,63.71,1.7246,0.3154,187426780430,13.98,0.9696,-0.0446,0.8039,-0.0911,0.6839,1.0427,-0.0056,1.1354,0,,,,
trade_000394,2025-05-27 05:21:41,MSFT,161.95,11249,0.2059,56.66,1.9198,0.6178,321170925274,29.77,1.1684,-0.0317,0.7257,-0.0794,0.5481,1.3393,0.0196,0.9849,0,,,,
trade_000395,2025-05-27 12:37:18,PG,396.49,48464,0.3504,59.51,1.9607,0.5222,921624232406,10.56,1.0592,-0.0343,0.6301,-0.0385,0.4552,0.9607,-0.0073,0.702,0,,,,
trade_000396,2025-06-14 11:59:27,XOM,231.4,9606,0.3534,69.86,-1.8208,0.7977,1000385598188,11.52,1.0454,0.0218,0.8364,-0.0776,0.4723,0.8304,-0.0081,0.9319,0,,,,
trade_000397,2025-06-16 16:37:08,NFLX,139.4,40712,0.3873,36.78,1.9612,0.5987,669849479041,25.91,1.1199,-0.0177,0.6905,-0.0343,0.3102,1.172,-0.0179,1.0782,0,,,,
trade_000398,2025-06-04 23:43:46,PFE,426.59,28472,0.2691,51.35,-0.5784,0.2027,890785726459,11.12,1.1186,-0.0433,0.5993,-0.0398,0.4186,0.9595,-0.0062,1.2279,0,,,,
trade_000399,2025-06-18 09:04:17,BAC,119.89,40828,0.125,58.1,0.1451,0.29,888177541914,19.72,0.9543,0.0332,0.5853,0.0877,0.6845,1.2966,0.0178,0.7177,0,,,,
trade_000400,2025-05-25 03:18:38,JPM,55.71,49878,0.3127,35.42,1.998,0.6873,342816752056,32.31,1.192,-0.021,0.5976,0.0713,0.3699,1.2819,0.0079,0.702,0,,,,
trade_000401,2025-05-31 07:29:50,BAC,248.4,40346,0.2876,34.59,-1.799,0.5586,422725675566,30.72,1.1224,-0.0483,0.6819,-0.0277,0.681,0.8221,-0.0122,0.8198,0,,,,
trade_000402,2025-06-02 19:35:15,PFE,334.75,27441,0.243,41.05,0.1765,0.3124,454975422540,15.73,1.0649,0.034,0.6238,0.0106,0.301,1.3084,0.0012,1.0106,0,,,,
trade_000403,2025-06-02 13:22:39,WMT,162.91,1674,0.1625,49.87,-0.8072,0.3831,631499029980,28.71,0.8105,0.0433,0.8725,0.061,0.4918,1.0241,0.0124,0.7984,0,,,,
trade_000404,2025-06-03 08:35:57,MSFT,84.23,3386,0.2558,52.87,-1.466,0.4938,974706943892,11.52,1.0324,-0.0183,0.8395,0.02,0.3457,1.279,0.0005,0.9365,0,,,,
