id,timestamp,symbol,price,volume,volatility,rsi,macd,bollinger_position,market_cap,pe_ratio,volume_profile,price_momentum,liquidity_ratio,order_book_imbalance,cross_correlation,sector_beta,vwap_deviation,time_of_day_factor,is_anomaly,anomaly_type,anomaly_reason_1,anomaly_reason_2,anomaly_reason_3
trade_000127,2025-06-16 18:50:18,NFLX,104.62,28644,0.32,45.9,-1.2927,0.4148,270763614319,26.65,0.9238,-0.0089,0.9018,0.0762,0.6248,1.3334,-0.0006,0.8328,0,,,,
trade_000128,2025-06-01 09:10:14,META,104.79,9246,0.222,61.92,1.1264,0.79,678892768075,22.9,0.8376,-0.0068,0.9623,0.0812,0.4299,0.8833,0.005,0.9892,0,,,,
trade_000129,2025-06-10 15:21:44,META,231.08,40064,0.1459,67.56,-1.114,0.7049,441359851198,11.28,1.1386,0.0152,0.7718,-0.062,0.6296,1.0654,-0.0172,0.9533,0,,,,
trade_000130,2025-06-03 12:47:21,META,263.7,13793,0.285,62.1,1.6185,0.2566,428489381754,27.75,0.9699,0.0029,0.9382,-0.04,0.335,0.8427,-0.0046,1.2377,0,,,,
trade_000131,2025-06-15 23:26:54,TSLA,442.5,25688,0.3741,47.77,-0.8443,0.6909,201747561577,29.9,1.0456,-0.0347,0.865,0.0012,0.6571,0.8149,-0.013,1.0982,0,,,,
trade_000132,2025-06-06 12:00:45,TSLA,228.42,29727,0.1963,43.89,1.0049,0.7306,126002093010,11.58,1.1621,0.0016,0.5229,-0.004,0.3993,1.19,-0.0116,1.1756,0,,,,
trade_000133,2025-05-25 04:55:48,AAPL,338.45,39584,0.1015,57.27,-0.5149,0.3075,627654697472,22.34,0.8445,0.044,0.9257,-0.0568,0.4666,1.3432,-0.017,0.7269,0,,,,
trade_000134,2025-06-01 00:52:08,META,226.6,21945,0.3852,66.19,0.0851,0.3719,751152679755,16.7,0.8715,-0.0354,0.6808,0.0074,0.4579,0.8748,0.0085,0.977,0,,,,
trade_000135,2025-06-05 16:20:20,TSLA,87.04,25751,0.2113,61.15,-1.0333,0.3964,423841470077,31.76,0.9578,-0.0333,0.509,-0.0527,0.5511,0.9299,-0.0078,0.9394,0,,,,
trade_000136,2025-06-04 12:48:42,BAC,81.08,6110,0.3445,53.09,-0.2361,0.251,606151287510,15.28,1.1054,-0.0042,0.9255,-0.0304,0.6378,0.9471,-0.003,1.1491,0,,,,
trade_000137,2025-05-26 10:54:32,JNJ,142.61,25173,0.2767,32.21,-0.9878,0.4378,796187293388,23.96,1.0462,-0.033,0.9366,-0.0033,0.4007,1.0342,0.019,1.2236,0,,,,
trade_000138,2025-05-29 14:16:55,NVDA,152.46,20690,0.3372,59.45,1.9044,0.5072,262889937126,15.8,1.1465,-0.0162,0.8158,0.0163,0.6329,1.2911,0.0102,0.8801,0,,,,
trade_000139,2025-06-22 11:48:48,NVDA,230.59,9716,0.1039,67.16,-1.3146,0.3854,570711909068,21.31,0.9014,0.017,0.5446,0.0183,0.6824,0.9725,-0.0134,1.0557,0,,,,
trade_000140,2025-06-03 07:43:37,PFE,302.05,12385,0.339,46.14,-0.9856,0.5827,369883847076,10.56,0.8594,0.042,0.7002,-0.0331,0.3633,0.9644,-0.0184,0.825,0,,,,
trade_000141,2025-06-02 20:46:23,JNJ,219.36,33713,0.3767,34.85,-1.0089,0.7609,758935103189,18.55,0.9853,-0.0465,0.6056,0.0112,0.5863,1.0056,-0.0186,1.2716,0,,,,
trade_000142,2025-06-15 17:47:50,WMT,405.07,5968,0.3531,61.13,1.9636,0.664,608560908255,22.46,1.0304,0.0109,0.5914,-0.0292,0.3229,1.1682,0.011,1.0871,0,,,,
trade_000143,2025-06-07 23:52:26,NVDA,285.75,6489,0.1826,41.45,0.375,0.7497,522171385785,37.39,0.9185,0.0118,0.6468,0.0853,0.5628,1.2768,-0.0165,0.8675,0,,,,
trade_000144,2025-06-09 18:19:34,GOOGL,395.67,14251,0.1452,65.99,-0.4345,0.7636,392340842650,27.92,0.9615,0.016,0.9753,-0.0626,0.397,0.8918,-0.005,1.0639,0,,,,
trade_000145,2025-06-03 19:10:21,AAPL,376.51,37091,0.2944,36.52,-1.8068,0.4821,658108620575,32.57,0.986,-0.0162,0.576,-0.0898,0.6776,1.2236,-0.0189,1.2276,0,,,,
trade_000146,2025-06-17 14:48:34,XOM,340.93,28102,0.3201,62.83,-1.2473,0.5667,973206515571,38.77,1.127,0.0161,0.5537,0.0977,0.5038,1.2945,-0.0124,1.0628,0,,,,
trade_000147,2025-06-01 02:45:04,NFLX,59.91,34219,0.3124,33.2,0.25461195844559903,0.7445,62392387362,39.75,0.8735,0.15455039258506337,0.5813,-0.0166,0.10780533100986406,3.4232032077519965,0.008,1.2847,1,momentum_anomaly,Extreme momentum: 15.5%,MACD anomaly: 0.25,Low market correlation: 0.108
trade_000148,2025-06-13 03:48:36,TSLA,287.08,14389,0.2791,43.22,-3.0841900618226816,0.6909,648138187368,38.93,1.0707,-0.16816085538625997,0.6308,-0.0922,0.12053491435376532,2.624410195976423,-0.0026,1.1587,1,momentum_anomaly,Extreme momentum: -16.8%,MACD anomaly: -3.08,Low market correlation: 0.121
trade_000149,2025-06-12 03:23:58,BAC,215.6,22830,0.2331,63.93,0.3133,0.5703,771042503950,17.58,0.9229,-0.0426,0.8975,0.017,0.6287,1.3978,-0.0012,0.7009,0,,,,
trade_000150,2025-06-04 23:00:57,GOOGL,329.82,13168,0.3007,68.24,-0.7057,0.5788,540327199022,23.68,1.134,-0.0039,0.6716,-0.0567,0.3203,1.0327,-0.0196,0.9528,0,,,,
trade_000151,2025-06-07 06:04:30,GOOGL,126.22,47568,0.2824,60.9,0.6237,0.6804,414387904987,25.7,1.0258,-0.0184,0.624,0.0078,0.5337,1.2116,0.0189,0.8041,0,,,,
trade_000152,2025-06-01 01:08:02,NVDA,223.41,50928,0.2069,41.52,-0.2042,0.278,737453321544,24.13,1.0779,0.0423,0.5814,-0.041,0.4686,1.1036,-0.0052,0.7548,0,,,,
trade_000153,2025-06-21 21:38:58,META,102.92,43595,0.2101,48.19,-0.9093,0.4144,392022709215,19.56,1.1243,-0.0072,0.937,-0.0095,0.3804,1.3084,-0.0052,1.0792,0,,,,
trade_000154,2025-05-28 18:45:11,AAPL,422.77,24123,0.3354,49.89,0.9779,0.2094,716388469049,16.06,1.0322,-0.0159,0.9767,-0.0902,0.401,0.8671,0.0045,1.0284,0,,,,
trade_000155,2025-06-09 20:02:28,AMZN,259.88,40991,0.3488,55.74,0.494,0.6045,442174615101,14.76,1.034,-0.0278,0.6965,0.0702,0.4892,1.0822,0.004,1.296,0,,,,
trade_000156,2025-06-21 10:46:03,PG,87.18,26397,0.2017,53.82,0.9096,0.3731,440134787337,26.6,1.1242,0.0335,0.7489,-0.0882,0.5642,1.2883,-0.012,0.8547,0,,,,
trade_000157,2025-06-16 06:07:37,META,360.21,40794,0.1424,52.23,-0.7183,0.2139,721221729071,20.82,1.0367,0.0113,0.5096,0.0808,0.6335,0.8028,-0.0007,0.8839,0,,,,
trade_000158,2025-06-22 22:18:40,JNJ,56.55,47339,0.3254,60.46,0.4432,0.3791,233888307730,24.74,0.9475,0.0063,0.846,0.0827,0.3708,1.039,0.0173,1.1941,0,,,,
trade_000159,2025-06-11 04:57:33,JNJ,393.75,47079,0.2218,36.11,0.6795,0.757,809555694308,15.87,0.8572,-0.0191,0.8225,0.0572,0.3823,1.1307,0.0087,0.9855,0,,,,
trade_000160,2025-06-10 11:59:23,TSLA,360.67,31021,0.1614,48.99,-1.4694,0.539,421933659564,35.15,1.0999,0.0486,0.9287,-0.0195,0.6787,1.109,0.0168,0.9635,0,,,,
trade_000161,2025-06-08 07:47:54,MSFT,269.96,9686,0.1828,39.97,0.4542,0.6071,853682649109,26.34,0.9854,0.0391,0.5938,0.0792,0.6511,0.9993,-0.001,1.0106,0,,,,
trade_000162,2025-05-25 22:07:49,XOM,75.61,4618,0.3434,67.3,-0.628,0.5922,634691916113,19.2,0.9509,0.037,0.7895,0.0602,0.4307,1.1346,0.0157,1.1027,0,,,,
trade_000163,2025-05-31 06:50:29,META,301.31,27835,0.1146,58.92,1.7543,0.5597,231361188768,21.94,0.8582,0.0323,0.8817,0.0907,0.3243,1.3253,-0.0135,0.74,0,,,,
trade_000164,2025-06-22 11:39:25,KO,296.6,11185,0.394,36.74,-1.6225,0.2819,452371776573,10.16,0.9742,0.0267,0.7765,0.0096,0.3654,1.0362,-0.0106,0.8322,0,,,,
trade_000165,2025-05-29 01:07:04,META,66.32,10525,0.3961,49.6,-1.8528,0.7392,75011146674,39.18,0.9454,0.0037,0.8347,0.0855,0.605,1.2789,0.0112,0.7122,0,,,,
trade_000166,2025-05-26 19:59:32,BAC,169.33,35646,0.1882,44.11,0.7785,0.2648,470474449923,12.75,0.9295,0.0144,0.6606,0.0607,0.3622,1.1877,-0.0035,1.2243,0,,,,
trade_000167,2025-06-08 14:11:55,GOOGL,389.13,29427,0.1163,33.56,-0.1945,0.718,397957786938,14.53,0.9537,-0.0068,0.7304,0.0764,0.5705,1.0935,0.0118,0.8208,0,,,,
trade_000168,2025-05-27 23:07:57,TSLA,374.27,1297397,0.3699,65.65,0.4864,0.4412,22682545073,11.51,0.8553,-0.0373,0.17712,0.0952,0.492,1.1181,0.0115,0.7863,1,volume_surge,Massive volume surge: 26.9x normal volume,"Total volume: 1,297,397 shares",Liquidity strain detected
trade_000169,2025-05-27 10:41:16,META,362.5,41310,0.3648,38.2,-1.7536,0.6277,981546516294,23.28,1.1938,-0.0308,0.6858,-0.0355,0.6528,1.1396,0.0023,1.0238,0,,,,
trade_000170,2025-06-04 05:05:00,XOM,155.63,34065,0.1185,33.71,-0.2001,0.3051,441567453743,19.46,1.008,-0.043,0.5108,0.051,0.343,1.0131,-0.0014,1.0764,0,,,,
trade_000171,2025-06-07 18:29:06,NVDA,108.93,43342,0.2972,51.0,-1.973,0.3762,273257066349,12.85,0.8404,0.0039,0.6549,-0.0447,0.6227,0.9797,-0.0129,1.1254,0,,,,
trade_000172,2025-06-02 22:59:58,NVDA,326.63,23221,0.3285,36.16,-0.8283230505789785,0.7206,743753954461,17.97,1.0972,0.07290339453771594,0.8547,-0.0029,0.187214806060777,3.444232276896754,-0.0162,0.8352,1,momentum_anomaly,Extreme momentum: 7.3%,MACD anomaly: -0.83,Low market correlation: 0.187
trade_000173,2025-06-09 14:07:03,TSLA,69.29,25672,0.2874,33.47,1.7946,0.6005,785226628532,18.69,1.0967,-0.0451,0.8372,-0.0884,0.4334,0.9616,0.0103,0.7029,0,,,,
trade_000174,2025-05-29 04:06:25,PG,377.34,16833,0.16,36.78,1.622,0.2911,295357378516,39.04,0.8759,0.0364,0.8665,-0.0977,0.331,1.2967,0.0141,0.7903,0,,,,
trade_000175,2025-06-15 19:44:23,JNJ,315.37,40993,0.3359,46.92,0.0084,0.3276,586359214225,16.09,0.8403,0.0431,0.8962,-0.097,0.324,0.965,-0.0015,0.8569,0,,,,
trade_000176,2025-06-01 05:28:08,GOOGL,61.67,47072,0.3171,62.71,-0.4633,0.2997,967203070686,13.64,0.8767,-0.0271,0.6432,0.0151,0.4645,1.2901,0.0079,0.9799,0,,,,
trade_000177,2025-06-16 12:37:48,NFLX,269.45,22359,0.2797,53.58,-0.8807,0.6291,564401659514,15.03,1.1174,0.0203,0.883,0.0567,0.3546,1.3768,-0.0197,0.8108,0,,,,
trade_000178,2025-06-13 21:31:57,NVDA,445.93,18222,0.1935,56.38,-1.3355,0.3086,56044812430,13.08,1.0493,-0.027,0.9152,0.0435,0.3736,0.9441,-0.0095,0.9214,0,,,,
trade_000179,2025-06-05 02:08:55,JPM,131.79,45039,0.3876,36.47,-1.1456,0.4361,850796052244,15.03,1.1422,-0.0135,0.975,0.08,0.6152,1.0491,-0.0153,0.7761,0,,,,
trade_000180,2025-05-30 04:29:19,WMT,159.99,7119,0.2478,43.08,-1.0368,0.7835,408599936297,27.32,1.168,0.0048,0.6684,0.0456,0.5043,1.1185,-0.0169,0.8478,0,,,,
trade_000181,2025-05-28 03:10:54,AAPL,264.35,3648,0.3332,39.17,0.9331,0.3119,753834596575,11.66,0.9847,-0.0337,0.8655,0.0985,0.6154,0.9749,0.0139,1.1591,0,,,,
trade_000182,2025-06-16 21:10:08,GOOGL,157.32,48346,0.2089,66.05,1.7141,0.3268,340965551144,36.26,0.851,-0.0111,0.7984,0.0472,0.4156,1.3373,-0.0198,0.7569,0,,,,
trade_000183,2025-06-03 22:10:58,JNJ,343.59,24967,0.1427,48.13,-0.288,0.3436,202147024932,28.95,0.9671,0.0258,0.5896,-0.0658,0.6609,1.3523,-0.0065,0.8922,0,,,,
trade_000184,2025-05-29 13:46:09,GOOGL,327.49,42382,0.2634,48.08,-0.665,0.7106,328038868980,35.86,0.8915,0.0099,0.9479,-0.0328,0.5188,1.0205,-0.0066,1.0139,0,,,,
trade_000185,2025-06-01 07:46:24,MSFT,223.25,24334,0.3458,37.57,0.0165,0.4561,643541907047,17.53,1.1366,-0.0342,0.5644,-0.0739,0.5803,1.2213,-0.0115,0.7567,0,,,,
trade_000186,2025-06-17 12:28:46,TSLA,412.08,10175,0.3971,47.26,-1.1321,0.7857,660198362154,22.84,0.8952,-0.0402,0.7913,0.061,0.615,1.006,0.014,0.7945,0,,,,
trade_000187,2025-06-21 12:18:50,JNJ,410.38,47813,0.1428,36.32,1.9883,0.6384,527299769272,15.38,0.8182,-0.0326,0.6978,-0.093,0.6926,1.046,0.0121,1.2404,0,,,,
trade_000188,2025-06-20 06:59:12,AMZN,98.77,27913,0.3442,59.19,0.75,0.5602,944153242952,25.68,0.9346,-0.0162,0.8035,0.0063,0.5449,1.1459,-0.0085,0.8218,0,,,,
trade_000189,2025-05-25 16:27:22,TSLA,349.57,1625,0.292,40.82,0.9573,0.4598,936190931713,32.07,0.8746,-0.0334,0.5252,-0.0643,0.3003,1.1916,-0.0095,1.1706,0,,,,
trade_000190,2025-06-03 00:09:01,AMZN,90.09,35126,0.1109,32.41,1.4601,0.2837,464034944658,13.18,1.0849,-0.0299,0.8033,0.0591,0.3018,1.3411,-0.0174,1.199,0,,,,
trade_000191,2025-06-17 19:23:33,NFLX,228.69,32329,0.3217,56.05,1.2235,0.3211,434988593953,27.09,1.1712,0.005,0.9316,-0.0656,0.6258,1.3063,0.0059,1.1872,0,,,,
trade_000192,2025-06-18 19:52:17,MSFT,309.78,8025,0.2078,31.59,-0.5934,0.4611,150597663324,34.62,1.1277,0.0169,0.926,-0.0325,0.6515,0.9523,-0.0066,0.989,0,,,,
trade_000193,2025-06-02 14:45:03,NVDA,197.3,7195,0.3278,58.81,-1.7663,0.6962,613758286569,12.82,1.0592,-0.0182,0.8289,-0.0521,0.6154,0.8333,-0.006,0.8517,0,,,,
trade_000194,2025-06-22 09:03:17,JNJ,52.86,2524,0.1313,47.02,-0.2668,0.5144,267088240067,35.46,1.1665,-0.0141,0.8339,-0.0462,0.6918,1.1683,0.0062,1.2813,0,,,,
trade_000195,2025-06-13 22:38:19,KO,237.44,11072,0.1243,39.66,0.0382,0.3025,880208577573,37.02,1.0198,-0.0155,0.5832,0.0195,0.6481,0.8105,-0.0011,0.9667,0,,,,
trade_000196,2025-05-29 17:07:40,JNJ,229.9,9010,0.3506,46.74,1.1047,0.5426,485326575280,26.57,0.8132,-0.0255,0.9336,0.016,0.318,1.0684,0.0105,1.1119,0,,,,
trade_000197,2025-06-02 06:38:05,WMT,151.89,2361,0.2262,30.12,-1.9399,0.5893,4031616024,20.63,0.918,0.0147,0.6701,0.0648,0.4836,1.3898,-0.017,1.2039,0,,,,
trade_000198,2025-05-25 01:33:27,XOM,203.02,19860,0.3446,39.57,-0.047,0.3542,287914403132,19.58,0.9406,-0.0078,0.9285,0.0369,0.6969,1.2861,-0.0185,0.9979,0,,,,
trade_000199,2025-06-14 02:41:22,JNJ,211.95,17959,0.1823,32.24,-0.2682,0.6851,876527784500,27.94,1.0179,0.0225,0.8303,-0.092,0.5622,0.9195,-0.0123,0.9073,0,,,,
trade_000200,2025-06-14 03:13:18,NFLX,179.31,48970,0.3862,57.93,-0.5839,0.2118,210625603915,13.93,1.0009,-0.0377,0.8094,-0.0939,0.4368,0.9048,0.0167,0.726,0,,,,
trade_000201,2025-05-29 11:19:42,WMT,195.81,44836,0.1387,30.55,-1.5389,0.6479,489309686016,29.41,0.9564,-0.0006,0.6045,-0.0749,0.3108,1.2015,-0.0078,1.1737,0,,,,
trade_000202,2025-06-14 15:26:57,JPM,94.48,37388,0.1947,46.36,0.6677,0.3566,133889288774,22.59,1.0228,0.0244,0.7074,0.0464,0.3513,0.853,-0.0114,0.8136,0,,,,
trade_000203,2025-06-11 02:42:50,AMZN,178.33,32483,0.3214,62.54,1.8507,0.5617,829299277132,28.31,0.8971,-0.0431,0.8007,0.029,0.3375,1.2186,0.0112,0.744,0,,,,
trade_000204,2025-06-22 19:47:34,XOM,442.85,10922,0.1064,30.87,1.8331,0.5045,491423681215,14.39,1.0311,-0.0403,0.6115,-0.0278,0.4867,1.3461,0.0175,1.1702,0,,,,
trade_000205,2025-06-19 02:47:34,NFLX,377.87,18650,0.1402,59.27,-0.9229,0.2624,512640427135,17.22,0.9788,-0.0417,0.549,0.0191,0.3553,1.1352,0.0059,0.948,0,,,,
trade_000206,2025-06-18 20:59:08,XOM,382.31,49326,0.2316,58.34,-1.8536,0.4897,843618682563,25.38,0.869,0.0303,0.8028,0.0623,0.4543,1.3184,-0.0163,1.0165,0,,,,
trade_000207,2025-05-25 15:31:32,PG,307.91,20247,0.1037,64.36,-0.9857,0.6807,223794059722,26.7,1.178,-0.0087,0.9216,0.0572,0.6535,1.1468,-0.0057,0.991,0,,,,
trade_000208,2025-06-15 21:40:26,JNJ,126.94,44207,0.3609,58.3,1.7201,0.5206,7320907957,11.1,0.9885,-0.0183,0.8719,0.0851,0.6019,0.8309,0.0188,0.9096,0,,,,
trade_000209,2025-06-05 14:23:55,WMT,360.93,24344,0.9532201728134762,33.56,1.9761,0.95,409560564687,28.67,0.8132,0.16898197736007697,0.5158,-0.0754,0.3396,1.2611,0.0164,0.8259,1,extreme_volatility,Extreme volatility: 95.3%,Price outside normal Bollinger Bands,Extreme momentum: 16.9%
trade_000210,2025-06-12 21:33:03,JPM,423.11,50171,0.2328,43.73,0.5937,0.4536,769990333715,39.85,1.0027,0.0386,0.9032,0.0605,0.3965,1.2794,0.0023,1.1659,0,,,,
trade_000211,2025-06-10 23:59:31,XOM,184.46,33567,0.3961,68.56,-1.1864,0.7789,658721080582,30.79,0.8984,0.0483,0.9113,-0.0083,0.6573,0.9703,-0.0139,0.9681,0,,,,
trade_000212,2025-06-08 09:25:54,JPM,157.33,20584,0.378,57.27,-1.8375,0.4168,216850003909,26.98,0.8345,0.0406,0.6354,-0.0122,0.5924,1.1075,0.0045,0.9236,0,,,,
trade_000213,2025-06-13 00:16:51,JNJ,101.02,45417,0.9589824106436935,58.93,-0.9546,0.05,623536543041,34.8,1.045,0.10040708060533637,0.9362,0.0354,0.672,1.2075,-0.014,1.2803,1,extreme_volatility,Extreme volatility: 95.9%,Price outside normal Bollinger Bands,Extreme momentum: 10.0%
trade_000214,2025-06-21 13:00:44,TSLA,148.74,33280,0.1943,30.24,-0.3106,0.3557,412423595119,36.31,0.9496,-0.0445,0.9902,-0.02,0.6437,1.3931,-0.0104,1.0911,0,,,,
trade_000215,2025-06-10 08:40:26,PFE,326.83,41134,0.8330221674513952,67.3,-0.1021,0.05,843639425902,24.87,0.8927,-0.178205941438923,0.9827,0.054,0.6881,0.8302,0.0049,0.9447,1,extreme_volatility,Extreme volatility: 83.3%,Price outside normal Bollinger Bands,Extreme momentum: -17.8%
trade_000216,2025-06-14 20:25:50,TSLA,288.76,4218,0.1501,57.19,-1.0428,0.4109,194947840273,35.12,0.9116,-0.0195,0.9241,0.0893,0.4947,0.9509,0.0195,0.9176,0,,,,
trade_000217,2025-06-22 06:05:04,AAPL,190.54,49395,0.1341,63.8,1.0935,0.7891,427807564765,38.95,0.9677,-0.0464,0.904,0.0306,0.581,0.9947,-0.0108,1.2924,0,,,,
trade_000218,2025-06-10 20:54:21,BAC,95.86,15946,0.8362850117123172,44.01,1.6389,0.05,143576899277,37.32,1.0513,0.1826279654582807,0.5924,0.0585,0.5407,1.2124,0.0118,1.0784,1,extreme_volatility,Extreme volatility: 83.6%,Price outside normal Bollinger Bands,Extreme momentum: 18.3%
trade_000219,2025-06-19 18:24:57,META,76.92,28944,0.2183,50.0,-0.2381,0.3723,440520702818,38.53,0.8098,-0.0382,0.7691,0.0406,0.4938,1.2033,0.0111,1.2874,0,,,,
trade_000220,2025-06-20 18:39:54,META,300.67,11801,0.1709,63.9,0.1012,0.666,731221118528,30.28,1.1702,0.0264,0.7809,0.0122,0.6375,1.3668,0.0076,1.1008,0,,,,
trade_000221,2025-06-05 10:38:52,AMZN,82.15,15992,0.3039,69.28,-1.2706,0.759,67105636267,37.66,1.1176,0.0433,0.6136,-0.0535,0.6958,1.1289,0.0088,0.8897,0,,,,
trade_000222,2025-06-18 04:57:35,JPM,350.6,21748,0.3067,41.86,1.7289,0.2103,850887221062,33.46,0.8969,-0.0004,0.668,0.0659,0.6087,1.3554,-0.0141,0.7123,0,,,,
trade_000223,2025-06-04 19:03:03,MSFT,435.06,13099,0.1677,36.72,1.9805,0.7711,331205874401,25.41,1.1414,0.0274,0.8131,0.0208,0.5044,1.0257,-0.0127,1.1315,0,,,,
trade_000224,2025-06-20 22:20:29,KO,172.27,38393,0.1763,40.14,0.6891,0.442,496679226637,18.97,0.9053,-0.0389,0.5855,0.0847,0.3311,1.3467,0.0059,0.9013,0,,,,
trade_000225,2025-06-11 07:11:48,XOM,144.54,8512,0.2909,42.06,-0.8657,0.7537,267772569211,30.55,1.1683,0.0271,0.6661,-0.0038,0.4081,0.951,-0.0175,1.144,0,,,,
trade_000226,2025-06-21 14:39:03,NFLX,125.99,20830,0.1457,42.64,1.5707,0.3133,174565076537,32.68,1.168,-0.0409,0.7094,0.0058,0.3252,1.2606,0.0061,0.9821,0,,,,
trade_000227,2025-06-19 21:18:56,NVDA,275.63,3064,0.3995,33.79,0.8103,0.3286,672193108010,16.62,1.1426,-0.0432,0.5193,0.0309,0.3369,0.8812,0.0197,1.002,0,,,,
trade_000228,2025-06-06 23:12:43,JPM,158.41,37900,0.3884,54.4,-0.1387,0.2968,592132455212,20.93,0.9379,-0.001,0.9242,0.0696,0.684,1.254,-0.0158,1.0603,0,,,,
trade_000229,2025-05-31 02:26:22,PG,248.08,15405,0.1406,64.05,-1.5366,0.5799,152224842251,13.66,1.0856,0.0458,0.8478,0.086,0.4978,1.1129,0.016,0.74,0,,,,
trade_000230,2025-06-09 07:15:20,AAPL,311.9,30000,0.2904,40.81,1.4492,0.6814,163073095525,20.74,1.0126,0.0125,0.8653,-0.0964,0.5338,1.0003,-0.006,1.1911,0,,,,
trade_000231,2025-06-10 13:59:38,BAC,407.45,21940,0.2581,67.91,-0.7864,0.7636,349378466609,23.48,0.9225,0.027,0.7414,0.0479,0.6102,0.9174,-0.0043,1.1834,0,,,,
trade_000232,2025-05-28 14:29:57,PG,208.81,26576,0.2426,65.74,0.3599,0.5818,41229151922,18.32,1.1084,-0.0321,0.6289,0.0198,0.3976,0.9248,0.0022,0.8837,0,,,,
trade_000233,2025-06-08 03:27:46,AAPL,246.41,30744,0.1207,34.82,-1.4828,0.6489,254725394990,25.21,0.8164,-0.0152,0.7026,-0.0757,0.6161,1.2928,0.0127,0.9092,0,,,,
trade_000234,2025-06-09 08:22:22,JPM,325.87,26293,0.2367,93.8116340574929,8,0.6822,996773263476,30.64,0.8697,0.15,0.6131,0.0844,0.3378,0.9147,-0.018,1.1612,1,unusual_rsi,Extreme RSI: 93.8 (Overbought condition),MACD divergence: 8.00,Strong momentum divergence
trade_000235,2025-06-02 14:23:36,TSLA,401.96,8319,0.3613,35.1,1.9232,0.3869,956487962508,17.8,1.0179,-0.011,0.9368,0.0562,0.5426,1.3001,-0.0112,0.745,0,,,,
trade_000236,2025-06-14 11:33:31,PFE,150.89,25877,0.3865,54.34,-1.5888,0.372,68047617415,24.79,1.0771,0.005,0.7934,0.08,0.5277,1.0472,-0.0096,0.9217,0,,,,
trade_000237,2025-06-22 08:32:17,PFE,274.05,17863,0.175,61.65,-0.4885,0.6791,528159578385,16.46,1.04,0.0336,0.9426,-0.0081,0.5963,1.3769,0.0033,1.1324,0,,,,
trade_000238,2025-06-14 15:00:35,PFE,85.57,46258,0.1242,44.04,1.762,0.5012,28708885217,28.28,1.0263,-0.0046,0.8783,0.0574,0.4542,0.9366,-0.0088,0.9727,0,,,,
trade_000239,2025-06-22 19:49:35,XOM,399.9,33406,0.392,54.21,0.8368,0.3245,799674696327,35.73,0.8469,0.027,0.8631,-0.0616,0.62,0.8116,-0.0085,0.8393,0,,,,
trade_000240,2025-05-27 15:46:23,GOOGL,253.3,15297,0.3764,43.6,-1.9768,0.4741,456272082542,12.07,1.0796,-0.0487,0.8319,-0.0786,0.5195,1.2922,-0.0135,0.8945,0,,,,
trade_000241,2025-05-24 04:33:03,XOM,249.7,5181,0.2254,61.69,0.2321,0.7322,146432225389,19.75,0.8805,0.0243,0.8539,0.0427,0.6492,0.9417,-0.0017,1.0637,0,,,,
trade_000242,2025-06-12 04:02:18,NVDA,239.57,36688,0.9389342445350376,32.14,1.5977,0.05,871256741158,27.74,1.0207,0.15559504811604308,0.8095,-0.0831,0.5034,1.2571,-0.0068,1.1154,1,extreme_volatility,Extreme volatility: 93.9%,Price outside normal Bollinger Bands,Extreme momentum: 15.6%
trade_000243,2025-06-06 20:29:18,JNJ,420.59,27350,0.3926,52.53,1.0251,0.4995,693088889071,39.98,1.171,0.0018,0.7511,-0.0265,0.4703,0.9121,0.0073,0.7733,0,,,,
trade_000244,2025-05-29 22:02:01,JPM,300.03,6406,0.3252,43.15,-0.3683,0.7245,954258505190,24.41,0.8624,-0.0091,0.8116,-0.0694,0.6296,0.8769,0.0185,1.1181,0,,,,
trade_000245,2025-06-16 21:28:35,KO,243.49,27215,0.2827,52.88,-0.5253,0.679,880852135331,23.75,0.9124,-0.022,0.6628,0.0279,0.5035,1.0366,-0.0185,0.9717,0,,,,
trade_000246,2025-06-01 00:32:29,KO,358.12,6415,0.1506,53.95,-0.3181,0.7881,375093677797,25.84,0.8332,-0.002,0.8053,-0.0293,0.3655,1.3164,0.0148,0.8995,0,,,,
trade_000247,2025-05-30 07:19:52,AMZN,302.28,36957,0.2759,44.42,1.7468,0.4339,870363992120,37.08,0.9848,0.0248,0.954,0.0888,0.5377,1.0025,-0.0041,0.9061,0,,,,
trade_000248,2025-06-01 09:32:12,JPM,265.65,14098,0.3048,47.81,-0.0223,0.6318,198638165242,31.07,1.1561,0.025,0.7609,-0.0005,0.595,1.2012,-0.019,0.9877,0,,,,
trade_000249,2025-05-28 07:06:54,JPM,92.14,8417,0.3759,59.01,-0.273,0.6895,2153269465,15.53,0.9323,-0.0076,0.9966,0.0587,0.482,1.3749,0.0007,0.9448,0,,,,
trade_000250,2025-06-13 12:05:24,AMZN,162.69,2504,0.2548,54.12,-0.1121,0.4042,386193956753,26.2,1.0532,0.0344,0.5067,-0.0883,0.6388,0.8068,-0.0017,0.9191,0,,,,
trade_000251,2025-06-09 04:14:40,GOOGL,271.77,11169,0.1281,67.47,1.6358,0.3458,915347499282,32.29,1.1981,-0.0,0.5028,0.0381,0.3397,1.0324,-0.0153,1.2133,0,,,,
trade_000252,2025-06-18 09:08:55,WMT,120.92,7345,0.2846,36.1,-1.618,0.2677,173243033049,30.44,1.1674,-0.0097,0.543,-0.0197,0.3071,1.2061,0.0,1.2498,0,,,,
